Churn,Tenure,CityTier,WarehouseToHome,HourSpendOnApp,NumberOfDeviceRegistered,SatisfactionScore,NumberOfAddress,Complain,OrderAmountHikeFromlastYear,CouponUsed,OrderCount,DaySinceLastOrder,CashbackAmount,Recency,Frequency,Monetary,RFM_Score,IsNewUser,EngagementScore,ComplainLowSat,PreferredLoginDevice_Mobile Phone,PreferredLoginDevice_Phone,PreferredPaymentMode_COD,PreferredPaymentMode_Cash on Delivery,PreferredPaymentMode_Credit Card,PreferredPaymentMode_Debit Card,PreferredPaymentMode_E wallet,PreferredPaymentMode_UPI,PreferedOrderCat_Grocery,PreferedOrderCat_Laptop & Accessory,PreferedOrderCat_Mobile,PreferedOrderCat_Mobile Phone,PreferedOrderCat_Others,MaritalStatus_Married,MaritalStatus_Single,Gender_Male
0,25.0,3,126.0,2.0,3,1,3,0,15.0,1.0,1.0,0.0,134.82,0.0,1.0,134.82,1.139,0,2.1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1
0,17.0,1,14.0,2.0,3,1,7,1,12.0,0.0,1.0,2.0,124.36000000000001,2.0,1.0,124.36000000000001,0.964,0,1.9,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1
0,0.0,3,14.0,2.0,3,5,2,1,11.0,1.0,1.0,2.0,123.80000000000001,2.0,1.0,123.80000000000001,0.962,1,2.1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1
0,12.0,1,15.0,2.0,3,1,3,0,15.0,0.0,1.0,3.0,294.31,3.0,1.0,294.31,1.627,0,1.9,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1
1,9.0,3,15.0,2.0,3,5,2,0,19.0,1.0,1.0,0.0,117.9,0.0,1.0,117.9,1.072,0,2.1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1
0,9.0,3,9.0,3.0,4,1,1,0,19.0,3.0,3.0,4.0,176.44,4.0,3.0,176.44,1.946,0,3.3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
0,9.0,1,10.0,3.0,3,4,8,0,13.0,1.0,1.0,2.0,151.31,2.0,1.0,151.31,1.072,0,2.6,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
0,29.0,1,6.0,2.0,3,3,2,0,21.0,0.0,1.0,9.0,163.06,9.0,1.0,163.06,1.072,0,1.9,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1
1,0.0,1,6.0,2.0,3,1,10,1,14.0,2.0,2.0,2.0,147.87,2.0,2.0,147.87,1.458,1,2.3,1,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,1
0,15.0,1,8.0,2.0,3,3,6,0,11.0,1.0,4.0,14.0,288.8,14.0,4.0,288.8,2.769,0,2.1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1
1,19.0,1,14.0,3.0,3,3,9,0,11.0,6.0,9.0,8.0,123.38999999999999,8.0,9.0,123.38999999999999,4.116,0,3.6,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,1
0,14.0,1,34.0,2.0,4,4,1,0,23.0,1.0,2.0,10.0,235.7,10.0,2.0,235.7,1.761,0,2.4,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
0,7.0,3,34.0,3.0,4,3,2,0,21.0,1.0,1.0,7.0,167.12,7.0,1.0,167.12,1.093,0,2.9,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
0,9.0,3,21.0,2.0,5,1,2,0,24.0,4.0,11.0,11.0,154.06,11.0,11.0,154.06,5.033,0,3.3,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1
0,14.0,3,9.0,2.0,4,4,3,0,11.0,0.0,1.0,4.0,189.38,4.0,1.0,189.38,1.198,0,2.2,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1
0,5.0,1,14.0,3.0,3,5,2,0,14.0,1.0,1.0,2.0,124.38999999999999,2.0,1.0,124.38999999999999,0.964,0,2.6,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,1
0,8.0,2,32.0,2.0,3,1,2,1,16.0,1.0,1.0,7.0,188.37,7.0,1.0,188.37,1.178,0,2.1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
0,11.0,3,16.0,3.0,3,1,2,0,11.0,0.0,1.0,9.0,153.43,9.0,1.0,153.43,1.034,0,2.4,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
1,13.0,3,6.0,3.0,3,3,8,0,12.0,1.0,1.0,1.0,167.28,1.0,1.0,167.28,1.169,0,2.6,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1
0,9.0,3,17.0,3.0,4,1,5,0,13.0,1.0,1.0,0.0,166.52,0.0,1.0,166.52,1.266,0,2.9,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
0,18.0,3,26.0,2.0,3,3,9,0,15.0,1.0,1.0,1.0,148.5,1.0,1.0,148.5,1.094,0,2.1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0
0,13.0,1,8.0,3.0,4,3,3,0,14.0,0.0,2.0,2.0,128.09,2.0,2.0,128.09,1.379,0,2.7,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1
0,8.0,1,24.0,3.0,3,3,2,1,14.0,1.0,1.0,2.0,156.89,2.0,1.0,156.89,1.094,0,2.6,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1
0,9.0,1,8.0,3.0,3,3,3,0,14.0,1.0,1.0,2.0,120.00999999999999,2.0,1.0,120.00999999999999,0.947,0,2.6,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
0,8.0,1,6.0,3.0,5,1,2,0,12.0,0.0,1.0,1.0,129.77,1.0,1.0,129.77,1.019,0,3.0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0
0,2.0,1,19.0,2.0,4,4,5,1,13.0,1.0,1.0,3.0,140.25,3.0,1.0,140.25,1.011,1,2.4,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1
0,2.0,1,34.0,3.0,4,5,2,0,14.0,0.0,1.0,4.0,137.85,4.0,1.0,137.85,0.991,1,2.7,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0
1,13.0,3,34.0,2.0,4,5,5,1,13.0,0.0,2.0,0.0,208.54000000000002,0.0,2.0,208.54000000000002,1.834,0,2.2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
0,12.0,3,30.0,2.0,4,1,1,0,11.0,1.0,9.0,3.0,220.31,3.0,9.0,220.31,4.531,0,2.4,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0
0,4.0,1,11.0,3.0,3,5,1,0,19.0,0.0,1.0,7.0,199.36,7.0,1.0,199.36,1.222,0,2.4,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1
0,0.0,3,11.0,3.0,4,3,1,0,18.0,0.0,1.0,0.0,129.66,0.0,1.0,129.66,1.119,1,2.7,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0
0,9.0,1,14.0,2.0,1,1,5,0,17.0,0.0,1.0,3.0,125.71000000000001,3.0,1.0,125.71000000000001,0.953,0,1.3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
0,12.0,1,12.0,2.0,4,5,5,0,15.0,1.0,1.0,7.0,199.91,7.0,1.0,199.91,1.225,0,2.4,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1
0,0.0,1,10.0,2.0,1,4,2,1,20.0,1.0,1.0,3.0,161.42,3.0,1.0,161.42,1.096,1,1.5,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1
0,22.0,3,8.0,3.0,4,4,3,0,14.0,1.0,1.0,8.0,153.9,8.0,1.0,153.9,1.038,0,2.9,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1
0,7.0,1,14.0,2.0,1,3,3,0,12.0,0.0,1.0,2.0,144.04,2.0,1.0,144.04,1.043,0,1.3,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1
1,4.0,3,6.0,3.0,3,1,9,1,11.0,0.0,1.0,5.0,159.93,5.0,1.0,159.93,1.073,0,2.4,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
0,22.0,1,14.0,3.0,4,4,2,0,23.0,0.0,1.0,7.0,151.3,7.0,1.0,151.3,1.03,0,2.7,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1
1,9.0,1,8.0,3.0,4,3,7,1,15.0,0.0,1.0,0.0,120.9,0.0,1.0,120.9,1.084,0,2.7,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1
0,6.0,1,9.0,3.0,3,3,2,1,11.0,2.0,3.0,0.0,129.09,0.0,3.0,129.09,1.916,0,2.8,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
0,0.0,1,8.0,2.0,3,4,10,0,12.0,1.0,2.0,2.0,134.68,2.0,2.0,134.68,1.405,1,2.1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1
0,5.0,1,8.0,3.0,3,1,1,0,13.0,1.0,3.0,6.0,130.68,6.0,3.0,130.68,1.751,0,2.6,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1
0,30.0,1,9.0,3.0,1,5,5,1,20.0,0.0,1.0,0.0,126.69999999999999,0.0,1.0,126.69999999999999,1.107,0,1.8,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
0,3.0,1,30.0,3.0,3,3,2,0,22.0,1.0,1.0,0.0,126.93,0.0,1.0,126.93,1.108,0,2.6,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1
0,11.0,1,29.0,2.0,4,3,1,0,21.0,1.0,1.0,8.0,195.26,8.0,1.0,195.26,1.203,0,2.4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
0,9.0,1,33.0,3.0,3,3,7,0,13.0,0.0,7.0,7.0,152.37,7.0,7.0,152.37,3.434,0,2.4,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1
0,8.0,1,14.0,2.0,1,4,1,0,13.0,1.0,1.0,3.0,124.25999999999999,3.0,1.0,124.25999999999999,0.947,0,1.5,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1
0,2.0,1,21.0,2.0,4,3,1,1,12.0,1.0,1.0,8.0,141.93,8.0,1.0,141.93,0.99,1,2.4,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0
0,4.0,1,32.0,3.0,3,3,2,0,17.0,3.0,4.0,3.0,129.11,3.0,4.0,129.11,2.166,0,3.0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1
0,7.0,1,25.0,3.0,3,1,1,0,11.0,0.0,1.0,2.0,126.61000000000001,2.0,1.0,126.61000000000001,0.973,0,2.4,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1
1,9.0,1,30.0,2.0,4,3,6,1,14.0,0.0,1.0,3.0,120.28,3.0,1.0,120.28,0.931,0,2.2,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1
0,2.0,1,27.0,2.0,1,5,2,0,11.0,6.0,8.0,8.0,199.8,8.0,8.0,199.8,4.021,1,2.5,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
0,5.0,1,11.0,3.0,1,4,1,1,12.0,1.0,1.0,5.0,132.98,5.0,1.0,132.98,0.965,0,2.0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1
0,0.0,1,22.0,3.0,1,1,2,1,13.0,0.0,1.0,0.0,129.35,0.0,1.0,129.35,1.117,1,1.8,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
0,26.0,3,8.0,3.0,4,1,3,0,16.0,0.0,2.0,7.0,254.26999999999998,7.0,2.0,254.26999999999998,1.842,0,2.7,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
0,11.0,1,8.0,2.0,3,1,6,1,11.0,0.0,1.0,2.0,139.44,2.0,1.0,139.44,1.024,0,1.9,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1
0,0.0,1,17.0,3.0,1,3,1,0,18.0,0.0,1.0,3.0,140.11,3.0,1.0,140.11,1.01,1,1.8,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
1,0.0,3,15.0,2.0,4,5,8,0,23.0,0.0,1.0,3.0,134.07,3.0,1.0,134.07,0.986,1,2.2,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1
0,7.0,1,13.0,2.0,3,4,1,0,11.0,0.0,2.0,3.0,219.94,3.0,2.0,219.94,1.73,0,1.9,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
0,9.0,1,21.0,3.0,3,1,2,0,14.0,1.0,1.0,0.0,112.32,0.0,1.0,112.32,1.049,0,2.6,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1
1,0.0,1,12.0,3.0,3,5,3,0,11.0,0.0,1.0,3.0,129.6,3.0,1.0,129.6,0.968,1,2.4,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1
0,26.0,1,11.0,2.0,3,3,5,0,11.0,1.0,4.0,8.0,290.94,8.0,4.0,290.94,2.786,0,2.1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0
1,0.0,1,22.0,3.0,5,5,2,1,22.0,0.0,6.0,7.0,139.19,7.0,6.0,139.19,2.982,1,3.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
0,15.0,3,14.0,2.0,3,4,1,0,11.0,2.0,4.0,2.0,168.25,2.0,4.0,168.25,2.34,0,2.3,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1
0,17.0,1,13.0,2.0,4,1,4,0,14.0,0.0,5.0,17.0,202.48,17.0,5.0,202.48,2.821,0,2.2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
0,19.0,3,8.0,2.0,3,5,4,0,12.0,1.0,2.0,1.0,289.47,1.0,2.0,289.47,2.058,0,2.1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0
0,6.0,1,14.0,3.0,3,1,5,0,11.0,0.0,1.0,0.0,124.96000000000001,0.0,1.0,124.96000000000001,1.1,0,2.4,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1
0,17.0,1,16.0,2.0,3,1,3,1,13.0,0.0,1.0,3.0,164.65,3.0,1.0,164.65,1.109,0,1.9,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1
0,9.0,1,15.0,2.0,4,3,2,0,13.0,0.0,1.0,8.0,122.06,8.0,1.0,122.06,0.91,0,2.2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1
1,9.0,3,11.0,2.0,3,1,4,0,14.0,0.0,1.0,0.0,120.86000000000001,0.0,1.0,120.86000000000001,1.083,0,1.9,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1
1,9.0,1,6.0,3.0,3,1,3,1,16.0,0.0,2.0,0.0,122.93,0.0,2.0,122.93,1.492,0,2.4,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1
0,16.0,1,14.0,3.0,1,3,2,0,12.0,1.0,1.0,4.0,126.44999999999999,4.0,1.0,126.44999999999999,0.946,0,2.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1,13.0,3,9.0,3.0,4,3,2,1,14.0,1.0,1.0,2.0,126.83000000000001,2.0,1.0,126.83000000000001,0.974,0,2.9,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1
0,9.0,3,8.0,3.0,3,1,2,0,13.0,2.0,2.0,2.0,120.13999999999999,2.0,2.0,120.13999999999999,1.347,0,2.8,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0
0,9.0,1,11.0,2.0,4,5,10,1,14.0,1.0,1.0,0.0,134.19,0.0,1.0,134.19,1.137,0,2.4,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0
0,6.0,3,6.0,2.0,1,5,3,0,19.0,0.0,1.0,3.0,153.76,3.0,1.0,153.76,1.065,0,1.3,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
0,9.0,1,10.0,3.0,3,1,2,0,12.0,1.0,1.0,0.0,119.50999999999999,0.0,1.0,119.50999999999999,1.078,0,2.6,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1
0,0.0,1,14.0,2.0,3,5,2,0,13.0,1.0,1.0,0.0,123.41,0.0,1.0,123.41,1.094,1,2.1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0
1,9.0,1,31.0,2.0,5,3,2,0,12.0,0.0,1.0,1.0,122.93,1.0,1.0,122.93,0.992,0,2.5,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1
0,0.0,3,14.0,2.0,3,3,2,0,15.0,1.0,1.0,7.0,187.26,7.0,1.0,187.26,1.174,1,2.1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
0,3.0,1,6.0,2.0,3,1,2,0,23.0,1.0,3.0,7.0,140.11,7.0,3.0,140.11,1.785,0,2.1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
1,4.0,1,18.0,2.0,3,3,2,0,15.0,1.0,15.0,8.0,295.45,8.0,15.0,295.45,7.204,0,2.1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0
0,7.0,3,29.0,3.0,3,3,1,0,20.0,0.0,8.0,7.0,145.68,7.0,8.0,145.68,3.808,0,2.4,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1
0,10.0,1,25.0,3.0,3,4,5,0,21.0,0.0,1.0,0.0,130.22,0.0,1.0,130.22,1.121,0,2.4,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1
0,19.0,3,11.0,3.0,3,1,5,1,21.0,1.0,1.0,8.0,157.72,8.0,1.0,157.72,1.053,0,2.6,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1
0,9.0,1,14.0,2.0,1,1,2,0,19.0,1.0,1.0,1.0,122.69,1.0,1.0,122.69,0.991,0,1.5,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1
1,11.0,1,6.0,3.0,4,3,10,1,13.0,0.0,1.0,0.0,153.81,0.0,1.0,153.81,1.215,0,2.7,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
1,0.0,1,11.0,2.0,3,3,2,1,13.0,0.0,2.0,2.0,134.41,2.0,2.0,134.41,1.404,1,1.9,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,1
0,17.0,3,6.0,3.0,3,5,6,1,21.0,1.0,1.0,3.0,154.54,3.0,1.0,154.54,1.068,0,2.6,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
0,8.0,1,17.0,3.0,4,5,3,1,13.0,1.0,2.0,3.0,198.84,3.0,2.0,198.84,1.645,0,2.9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1
0,0.0,3,29.0,2.0,4,1,8,1,19.0,0.0,1.0,0.0,141.57,0.0,1.0,141.57,1.166,1,2.2,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0
0,6.0,1,29.0,3.0,3,1,2,1,12.0,3.0,2.0,12.0,234.57999999999998,12.0,2.0,234.57999999999998,1.754,0,3.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
0,8.0,3,5.0,3.0,3,5,2,0,22.0,0.0,1.0,8.0,190.69,8.0,1.0,190.69,1.185,0,2.4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
0,8.0,1,29.0,1.0,3,5,4,1,15.0,0.0,2.0,2.0,140.14,2.0,2.0,140.14,1.427,0,1.4,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0
0,4.0,1,13.0,2.0,3,1,4,0,22.0,0.0,1.0,7.0,159.15,7.0,1.0,159.15,1.062,0,1.9,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1
0,10.0,1,6.0,2.0,4,3,2,0,18.0,0.0,1.0,7.0,159.93,7.0,1.0,159.93,1.065,0,2.2,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1
0,5.0,1,6.0,2.0,3,1,2,1,22.0,5.0,7.0,8.0,161.62,8.0,7.0,161.62,3.469,0,2.9,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1
0,11.0,1,14.0,2.0,3,1,2,0,11.0,6.0,9.0,9.0,124.06,9.0,9.0,124.06,4.116,0,3.1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
0,23.0,1,13.0,2.0,4,3,6,1,12.0,1.0,13.0,8.0,287.4,8.0,13.0,287.4,6.372,0,2.4,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0
0,30.0,3,31.0,4.0,3,5,8,0,11.0,6.0,7.0,9.0,176.37,9.0,7.0,176.37,3.525,0,4.1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
0,9.0,1,14.0,2.0,3,3,2,0,13.0,7.0,12.0,8.0,200.96,8.0,12.0,200.96,5.626,0,3.3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
0,28.0,1,14.0,2.0,3,3,3,1,14.0,1.0,2.0,2.0,247.56,2.0,2.0,247.56,1.857,0,2.1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
0,9.0,1,17.0,3.0,4,4,2,0,13.0,1.0,1.0,3.0,164.99,3.0,1.0,164.99,1.11,0,2.9,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1
0,18.0,1,13.0,2.0,3,5,3,0,17.0,0.0,1.0,0.0,197.24,0.0,1.0,197.24,1.389,0,1.9,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
0,9.0,1,6.0,3.0,3,5,5,0,13.0,0.0,1.0,2.0,121.94,2.0,1.0,121.94,0.954,0,2.4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
1,0.0,1,15.0,3.0,4,3,1,1,17.0,1.0,1.0,0.0,133.88,0.0,1.0,133.88,1.136,1,2.9,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1
0,30.0,3,6.0,2.0,4,3,8,0,11.0,1.0,1.0,3.0,154.73,3.0,1.0,154.73,1.069,0,2.4,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
0,2.0,1,8.0,3.0,3,4,1,0,23.0,1.0,1.0,4.0,127.03,4.0,1.0,127.03,0.948,1,2.6,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1
0,4.0,1,14.0,2.0,3,4,2,0,17.0,1.0,1.0,0.0,125.00999999999999,0.0,1.0,125.00999999999999,1.1,0,2.1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1
0,5.0,1,6.0,3.0,3,4,2,0,17.0,1.0,1.0,9.0,162.2,9.0,1.0,162.2,1.069,0,2.6,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1
0,9.0,1,12.0,3.0,1,1,4,0,12.0,0.0,1.0,0.0,130.38,0.0,1.0,130.38,1.122,0,1.8,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0
0,4.0,1,14.0,3.0,3,1,2,0,23.0,1.0,1.0,8.0,144.24,8.0,1.0,144.24,0.999,0,2.6,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0
0,8.0,3,6.0,2.0,4,5,1,0,14.0,1.0,2.0,8.0,143.12,8.0,2.0,143.12,1.395,0,2.4,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1
0,18.0,1,12.0,2.0,3,5,5,1,14.0,1.0,2.0,0.0,232.45,0.0,2.0,232.45,1.93,0,2.1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
0,10.0,1,13.0,1.0,3,3,5,0,13.0,0.0,2.0,2.0,236.64,2.0,2.0,236.64,1.813,0,1.4,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
0,19.0,2,11.0,3.0,3,4,2,1,22.0,1.0,1.0,2.0,150.21,2.0,1.0,150.21,1.068,0,2.6,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1
0,3.0,1,6.0,2.0,4,1,2,1,12.0,1.0,3.0,0.0,151.26,0.0,3.0,151.26,2.005,0,2.4,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1
0,8.0,1,6.0,3.0,4,3,2,0,18.0,1.0,1.0,4.0,128.59,4.0,1.0,128.59,0.954,0,2.9,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1
0,28.0,3,6.0,3.0,3,1,4,0,14.0,0.0,1.0,0.0,202.39,0.0,1.0,202.39,1.41,0,2.4,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
0,11.0,1,12.0,3.0,5,1,8,1,12.0,0.0,1.0,9.0,153.29,9.0,1.0,153.29,1.033,0,3.0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
0,7.0,1,6.0,3.0,3,4,2,0,15.0,1.0,1.0,3.0,143.25,3.0,1.0,143.25,1.023,0,2.6,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1
0,29.0,1,13.0,2.0,5,1,5,0,11.0,0.0,1.0,2.0,172.6,2.0,1.0,172.6,1.157,0,2.5,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
0,0.0,3,14.0,3.0,3,5,4,0,13.0,1.0,1.0,0.0,123.22,0.0,1.0,123.22,1.093,1,2.6,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,1
0,9.0,1,15.0,3.0,3,1,4,0,23.0,1.0,1.0,3.0,120.75,3.0,1.0,120.75,0.933,0,2.6,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1
0,3.0,1,8.0,4.0,4,1,2,0,19.0,3.0,10.0,8.0,141.52,8.0,10.0,141.52,4.588,0,3.8,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1
1,9.0,3,15.0,3.0,4,1,2,0,16.0,3.0,4.0,7.0,196.19,7.0,4.0,196.19,2.41,0,3.3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
0,13.0,1,6.0,3.0,4,4,2,0,22.0,5.0,2.0,11.0,235.02999999999997,11.0,2.0,235.02999999999997,1.757,0,3.7,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1
0,24.0,3,27.0,3.0,3,1,1,1,22.0,0.0,1.0,0.0,154.41,0.0,1.0,154.41,1.218,0,2.4,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1
0,3.0,3,10.0,3.0,4,4,2,1,12.0,2.0,2.0,7.0,152.09,7.0,2.0,152.09,1.433,0,3.1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
0,19.0,1,6.0,2.0,4,5,3,1,13.0,4.0,9.0,5.0,206.73000000000002,5.0,9.0,206.73000000000002,4.46,0,3.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1
0,5.0,3,12.0,2.0,3,3,2,0,16.0,5.0,5.0,7.0,150.1,7.0,5.0,150.1,2.625,0,2.9,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1
0,27.0,1,8.0,2.0,3,3,10,0,12.0,0.0,2.0,3.0,235.49,3.0,2.0,235.49,1.792,0,1.9,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
0,0.0,3,9.0,2.0,3,3,1,0,21.0,0.0,1.0,2.0,149.99,2.0,1.0,149.99,1.067,1,1.9,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
0,1.0,3,10.0,2.0,3,3,2,0,15.0,0.0,1.0,4.0,142.21,4.0,1.0,142.21,1.009,1,1.9,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1
